Name,Ticker,Sector,Country,Market_Cap,Revenue,Beta,EBITDA,Free_Cash_Flow,Total_Debt,Total_Cash,Dividend_Yield,Revenue_Growth,ROE,Operating_Margin,Profit_Margin,Debt_to_Equity,Revenue_LC
CELLNEX TELECOM SA,4720.F,Real Estate,Spain,22223716761.6,4432541460.4800005,1.248,886508292.0960002,531904975.25760007,5555929190.400001,2222371676.1600003,0.0,0.08,0.12,0.15,0.1,50,4432541460.4800005
S&P GLOBAL INC.,SPGI,Financial Services,United States,125091217408.0,15335999488.0,1.201,3067199897.6000004,1840319938.56,31272804352.0,12509121740.8,0.0,0.08,0.12,0.15,0.1,50,15335999488.0
DONNELLEY FINANCIAL SOLUTIONS INC.,1DN.F,Technology,United States,1003101788.16,810864000.0,0.86,162172800.0,97303680.0,250775447.04,100310178.816,0.0,0.08,0.12,0.15,0.1,50,810864000.0
NET AG,NET,Technology,United States,67129487360.0,2167937024.0,1.98,433587404.8,260152442.88,16782371840.0,6712948736.0,0.0,0.08,0.12,0.15,0.1,50,2167937024.0
PINTEREST INC.,PINS,Communication Services,United States,10433990656.0,4221766912.0,0.891,844353382.4000001,506612029.44,2608497664.0,1043399065.6,0.0,0.08,0.12,0.15,0.1,50,4221766912.0
AES CORPORATION,AES,Utilities,United States,11625374720.0,12094000128.0,0.97,2418800025.6,1451280015.36,2906343680.0,1162537472.0,0.0,0.08,0.12,0.15,0.1,50,12094000128.0
FIRST ADVANTAGE CORPORATION,0MS.F,Industrials,United States,1485548881.92,1578415749.12,1.199,315683149.82400006,189409889.8944,371387220.48,148554888.192,0.0,0.08,0.12,0.15,0.1,50,1578415749.12
AG INTERACTIVE,TTWO,Communication Services,United States,35659239424.0,6559099904.0,0.931,1311819980.8000002,787091988.48,8914809856.0,3565923942.4,0.0,0.08,0.12,0.15,0.1,50,6559099904.0
XP INC.,XP,Financial Services,Cayman Islands,10088701952.0,17773197312.0,1.225,3554639462.4,2132783677.44,2522175488.0,1008870195.2,0.0,0.08,0.12,0.15,0.1,50,17773197312.0
PITNEY BOWES MANAGEMENT SERVICES INC.,PBI,Industrials,United States,1738442240.0,1931124992.0,1.418,386224998.4,231734999.04,434610560.0,173844224.0,0.0,0.08,0.12,0.15,0.1,50,1931124992.0
DELTA CORP,DAL,Industrials,United States,46045712384.0,63364001792.0,1.338,12672800358.400002,7603680215.04,11511428096.0,4604571238.400001,0.0,0.08,0.12,0.15,0.1,50,63364001792.0
X-CHEM INC.,002109.SZ,Basic Materials,China,741512755.2,508228080.6400001,0.449,101645616.12800002,60987369.676800005,185378188.8,74151275.52000001,0.0,0.08,0.12,0.15,0.1,50,508228080.6400001
SII SA,SII,Financial Services,Canada,3140508416.0,216267008.0,1.139,43253401.6,25952040.96,785127104.0,314050841.6,0.0,0.08,0.12,0.15,0.1,50,216267008.0
CD PROJEKT SA,OTGLF,Communication Services,Poland,6657160704.0,0.0,0.498,0.0,0.0,1664290176.0,665716070.4000001,0.0,0.08,0.12,0.15,0.1,50,0.0
CSG SYSTEMS INTERNATIONAL INC.,CSGS,Technology,United States,2273655040.0,1223288960.0,0.881,244657792.0,146794675.2,568413760.0,227365504.0,0.0,0.08,0.12,0.15,0.1,50,1223288960.0
HELIOS TECHNOLOGIES INC.,HLIO,Industrials,United States,2500628480.0,807699968.0,1.284,161539993.60000002,96923996.16,625157120.0,250062848.0,0.0,0.08,0.12,0.15,0.1,50,807699968.0
MAPLEBEAR INC.,CART,Consumer Cyclical,United States,9694528512.0,3742000128.0,1.005,748400025.6,449040015.36,2423632128.0,969452851.2,0.0,0.08,0.12,0.15,0.1,50,3742000128.0
GAP INC.,GAP,Consumer Cyclical,United States,10134866944.0,15278999552.0,2.274,3055799910.4,1833479946.24,2533716736.0,1013486694.4,0.0,0.08,0.12,0.15,0.1,50,15278999552.0
NETFLIX INC.,NFLX,Communication Services,United States,323868262400.0,45183037440.0,1.712,9036607488.0,5421964492.8,80967065600.0,32386826240.0,0.0,0.08,0.12,0.15,0.1,50,45183037440.0
DOXIM INC.,DOCS,Healthcare,United States,4584405504.0,637779008.0,1.385,127555801.6,76533480.96,1146101376.0,458440550.4,0.0,0.08,0.12,0.15,0.1,50,637779008.0
HINGE HEALTH INC.,HNGE,Healthcare,United States,3109416960.0,587859968.0,,117571993.6,70543196.16,777354240.0,310941696.0,0.0,0.08,0.12,0.15,0.1,50,587859968.0
LOGITECH INTERNATIONAL SA,LOGI,Technology,Switzerland,13190645760.0,4765593088.0,0.68,953118617.6,571871170.56,3297661440.0,1319064576.0,0.0,0.08,0.12,0.15,0.1,50,4765593088.0
STMICROELECTRONICS NV,STM,Technology,Netherlands,29729488896.0,11800000512.0,1.322,2360000102.4,1416000061.44,7432372224.0,2972948889.6000004,0.0,0.08,0.12,0.15,0.1,50,11800000512.0
MERCADOLIBRE INC.,MELI,Consumer Cyclical,Uruguay,99236192256.0,26193000448.0,1.453,5238600089.6,3143160053.76,24809048064.0,9923619225.6,0.0,0.08,0.12,0.15,0.1,50,26193000448.0
EAGLE POINT SOFTWARE CORPORATION,ECC,Financial Services,United States,533209632.0,202328176.0,0.274,40465635.2,24279381.12,133302408.0,53320963.2,0.0,0.08,0.12,0.15,0.1,50,202328176.0
MITSUBISHI ELECTRIC POWER PRODUCTS INC.,6503.T,Industrials,Japan,74955488336.2816,38038379325.0304,0.456,7607675865.006081,4564605519.003648,18738872084.0704,7495548833.62816,0.0,0.08,0.12,0.15,0.1,50,38038379325.0304
LITERA CORPORATION,C2X.F,Communication Services,China,4640824074.240001,7690390732.8,1.298,1538078146.5600002,922846887.936,1160206018.5600002,464082407.4240001,0.0,0.08,0.12,0.15,0.1,50,7690390732.8
CLARIVATE PLC,CLVT,Technology,United Kingdom,1183105536.0,2501199872.0,1.542,500239974.4,300143984.64,295776384.0,118310553.6,0.0,0.08,0.12,0.15,0.1,50,2501199872.0
OVH GROUPE SA,OVH.PA,Technology,France,1461953940.48,1171368069.12,1.205,234273613.82400003,140564168.2944,365488485.12,146195394.048,0.0,0.08,0.12,0.15,0.1,50,1171368069.12
FORM INC.,FORM,Technology,United States,7369550336.0,784993024.0,1.103,156998604.8,94199162.88,1842387584.0,736955033.6,0.0,0.08,0.12,0.15,0.1,50,784993024.0
BBN HOLDINGS INC.,BBN,Financial Services,United States,1021739264.0,0.0,,0.0,0.0,255434816.0,102173926.4,0.0,0.08,0.12,0.15,0.1,50,0.0
CRANEWARE PLC,3X6.F,Healthcare,United Kingdom,625680806.4000001,222109551.36,-0.32,44421910.27200001,26653146.1632,156420201.60000002,62568080.640000015,0.0,0.08,0.12,0.15,0.1,50,222109551.36
SIX GROUP AG,TSLX,Financial Services,United States,1795609600.0,449055008.0,,89811001.60000001,53886600.96,448902400.0,179560960.0,0.0,0.08,0.12,0.15,0.1,50,449055008.0
SODEXO SA,SDXOF,Industrials,France,7393857024.0,26240660418.56,0.135,4814800076.8,2888880046.08,1848464256.0,739385702.4000001,0.0,0.08,0.12,0.15,0.1,50,24074000384.0
KLARNA HOLDING AB,KLAR,Technology,United Kingdom,7113143808.0,3208999936.0,,641799987.2,385079992.32,1778285952.0,711314380.8000001,0.0,0.08,0.12,0.15,0.1,50,3208999936.0
EVERCOMMERCE INC.,EVCM,Technology,United States,1788314880.0,718038016.0,1.036,143607603.20000002,86164561.92,447078720.0,178831488.0,0.0,0.08,0.12,0.15,0.1,50,718038016.0
NIELSEN HOLDINGS NV,SNI.OL,Industrials,United Kingdom,1909958332.416,260286090.24,-0.662,52057218.04800001,31234330.8288,477489583.104,190995833.2416,0.0,0.08,0.12,0.15,0.1,50,260286090.24
EXPERIAN PLC,J2B.F,Industrials,Ireland,27966314741.76,8602200207.36,0.901,1720440041.472,1032264024.8832,6991578685.440001,2796631474.1760006,0.0,0.08,0.12,0.15,0.1,50,8602200207.36
GLOBAL MARKET INSITE INC.,CBOE,Financial Services,United States,29833103360.0,4714200064.0,0.347,942840012.8,565704007.68,7458275840.0,2983310336.0,0.0,0.08,0.12,0.15,0.1,50,4714200064.0
SUEZ SA,SUEZF,Consumer Defensive,Germany,2653711360.0,9355470069.76,0.087,1716600012.8000002,1029960007.68,663427840.0,265371136.0,0.0,0.08,0.12,0.15,0.1,50,8583000064.0
CERTARA INC.,CERT,Healthcare,United States,1044036864.0,415551008.0,1.477,83110201.60000001,49866120.96,261009216.0,104403686.4,0.0,0.08,0.12,0.15,0.1,50,415551008.0
BROADRIDGE FINANCIAL SOLUTIONS INC.,BR,Technology,United States,20310773760.0,7180299776.0,0.979,1436059955.2,861635973.12,5077693440.0,2031077376.0,0.0,0.08,0.12,0.15,0.1,50,7180299776.0
IDEXX LABORATORIES INC.,IDXX,Healthcare,United States,50369359872.0,4303702016.0,1.66,860740403.2,516444241.92,12592339968.0,5036935987.2,0.0,0.08,0.12,0.15,0.1,50,4303702016.0
GITLAB INC.,GTLB,Technology,United States,4764036096.0,906252992.0,0.754,181250598.4,108750359.04,1191009024.0,476403609.6,0.0,0.08,0.12,0.15,0.1,50,906252992.0
VALEUR SA,83PN.F,Energy,Singapore,756245790.72,721323325.44,-1.464,144264665.08800003,86558799.0528,189061447.68,75624579.07200001,0.0,0.08,0.12,0.15,0.1,50,721323325.44
TEAMVIEWER AG,TMV.DE,Technology,Germany,813712573.44,806515937.2800001,0.984,161303187.45600003,96781912.4736,203428143.36,81371257.34400001,0.0,0.08,0.12,0.15,0.1,50,806515937.2800001
ELECTRONIC ARTS INC.,EA,Communication Services,United States,49938128896.0,7305999872.0,0.745,1461199974.4,876719984.64,12484532224.0,4993812889.6,0.0,0.08,0.12,0.15,0.1,50,7305999872.0
KADOKAWA CORPORATION,KDKWF,Communication Services,Japan,3517158912.0,1810505397.0432,0.315,362101079.40864,217260647.645184,879289728.0,351715891.20000005,0.0,0.08,0.12,0.15,0.1,50,274318999552.0
LANDIS NV,LANDZ.XC,Industrials,Switzerland,1704641146.88,1820920586.24,0.932,364184117.2480001,218510470.34880003,426160286.72,170464114.68800002,0.0,0.08,0.12,0.15,0.1,50,1820920586.24
ALL IN BITS INC.,301419.SZ,Technology,China,600599982.08,58059585.92000001,0.333,11611917.184000002,6967150.310400001,150149995.52,60059998.208,0.0,0.08,0.12,0.15,0.1,50,58059585.92000001
DRAFTKINGS INC.,DKNG,Consumer Cyclical,United States,11000772608.0,6054524928.0,1.649,1210904985.6,726542991.36,2750193152.0,1100077260.8,0.0,0.08,0.12,0.15,0.1,50,6054524928.0
YUM! BRANDS INC.,YUM,Consumer Cyclical,United States,44510556160.0,8214000128.0,0.657,1642800025.6,985680015.36,11127639040.0,4451055616.0,0.0,0.08,0.12,0.15,0.1,50,8214000128.0
CAREDX INC.,1K9.F,Healthcare,United States,962521574.4,386637857.28,2.512,77327571.45600002,46396542.8736,240630393.6,96252157.44,0.0,0.08,0.12,0.15,0.1,50,386637857.28
ASSURANT INC.,AIZ,Financial Services,United States,11143411712.0,12814300160.0,0.575,2562860032.0,1537716019.2,2785852928.0,1114341171.2,0.0,0.08,0.12,0.15,0.1,50,12814300160.0
NAVIGA INC.,NVGS,Energy,United Kingdom,1282007424.0,578158016.0,0.398,115631603.2,69378961.92,320501856.0,128200742.4,0.0,0.08,0.12,0.15,0.1,50,578158016.0
TOYOTA TSUSHO CORPORATION,TYHOY,Industrials,Japan,49621504000.0,72886301963.0592,0.664,14577260392.61184,8746356235.567104,12405376000.0,4962150400.0,0.0,0.08,0.12,0.15,0.1,50,11043379085312.0
SNOWFLAKE INC.,SNOW,Technology,United States,59183489024.0,4386721792.0,1.147,877344358.4000001,526406615.04,14795872256.0,5918348902.400001,0.0,0.08,0.12,0.15,0.1,50,4386721792.0
SPRINGER NATURE AG & CO. KGAA,SPG.F,Communication Services,Germany,3329401743.36,2026619965.44,,405323993.08800006,243194395.8528,832350435.84,332940174.336,0.0,0.08,0.12,0.15,0.1,50,2026619965.44
INTUIT INC.,ISRG,Healthcare,United States,174052884480.0,10064700416.0,1.662,2012940083.2,1207764049.9199998,43513221120.0,17405288448.0,0.0,0.08,0.12,0.15,0.1,50,10064700416.0
BUREAU VERITAS SA,4BV.F,Industrials,France,12869949358.08,7151867965.440001,0.688,1430373593.0880003,858224155.8528,3217487339.52,1286994935.808,0.0,0.08,0.12,0.15,0.1,50,7151867965.440001
BRIGHTSTAR CORPORATION,BRSL,Consumer Cyclical,United Kingdom,2502679296.0,2494000128.0,1.027,498800025.6,299280015.36,625669824.0,250267929.6,0.0,0.08,0.12,0.15,0.1,50,2494000128.0
HENSOLDT AG,1HENS.MI,Industrials,Germany,10114432450.56,2590920069.1200004,0.503,518184013.8240001,310910408.29440004,2528608112.6400003,1011443245.0560002,0.0,0.08,0.12,0.15,0.1,50,2590920069.1200004
VANTAGE TOWERS AG,VTWRF,Real Estate,Germany,21944883200.0,808556992.0,0.096,161711398.4,97026839.04,5486220800.0,2194488320.0,0.0,0.08,0.12,0.15,0.1,50,808556992.0
HMS HOLDINGS CORPORATION,4H3A.F,Technology,Sweden,1973936839.68,0.0,1.115,0.0,0.0,493484209.92,197393683.968,0.0,0.08,0.12,0.15,0.1,50,0.0
ALLEGION PLC,ALLE,Industrials,Ireland,14215927808.0,3979699968.0,1.038,795939993.6,477563996.16,3553981952.0,1421592780.8000002,0.0,0.08,0.12,0.15,0.1,50,3979699968.0
PARADOX INTERACTIVE AB,PDX.ST,Communication Services,Sweden,1190054548.48,208232217.6,0.06,41646443.52,24987866.112,297513637.12,119005454.848,0.0,0.08,0.12,0.15,0.1,50,208232217.6
FOUNDER INTERNATIONAL INC.,002196.SZ,Industrials,China,1258622095.36,372975447.04,0.533,74595089.408,44757053.6448,314655523.84000003,125862209.536,0.0,0.08,0.12,0.15,0.1,50,372975447.04
BTS GROUP AB,BTSG,Healthcare,United States,6958893568.0,13301155840.0,2.375,2660231168.0,1596138700.8,1739723392.0,695889356.8000001,0.0,0.08,0.12,0.15,0.1,50,13301155840.0
AMPER SA,C7A0.F,Industrials,China,280951154933.76,416922992640.0,0.748,83384598528.0,50030759116.8,70237788733.44,28095115493.376003,0.0,0.08,0.12,0.15,0.1,50,416922992640.0
HOME SHOPPING NETWORK INC.,057050.KS,Consumer Cyclical,South Korea,666580942.848,2118861.029376,0.523,565029607.8336,339017764.70016,166645235.712,66658094.28480001,0.0,0.08,0.12,0.15,0.1,50,2825148039.168
LINKO INC.,LINKO.XC,Communication Services,Norway,588535846.9120001,665810548.7360001,1.426,133162109.7472,79897265.84832,147133961.72800002,58853584.69120001,0.0,0.08,0.12,0.15,0.1,50,665810548.7360001
PEXIP HOLDING ASA,PEXIP.OL,Technology,Norway,594346580.992,115458879.488,1.589,23091775.897600003,13855065.53856,148586645.248,59434658.0992,0.0,0.08,0.12,0.15,0.1,50,115458879.488
REVENIO GROUP OYJ,REG1V.HE,Healthcare,Finland,524066146.56000006,118692000.0,1.253,23738400.000000004,14243040.000000002,131016536.64000002,52406614.65600001,0.0,0.08,0.12,0.15,0.1,50,118692000.0
NORBIT ASA,NORBT.OL,Technology,Norway,1165144035.328,235235009.024,0.298,47047001.8048,28228201.08288,291286008.832,116514403.53280002,0.0,0.08,0.12,0.15,0.1,50,235235009.024
WELL HEALTH TECHNOLOGIES CORPORATION,WELL.TO,Healthcare,Canada,736461639.68,925123609.6,1.222,185024721.92,111014833.152,184115409.92,73646163.968,0.0,0.08,0.12,0.15,0.1,50,925123609.6
KRAKEN ROBOTICS INC.,PNG.V,Technology,Canada,1732927595.52,75424500.0,1.045,15084900.0,9050940.0,433231898.88,173292759.55200002,0.0,0.08,0.12,0.15,0.1,50,75424500.0
MIND MEDICINE (MINDMED) INC.,MNMD,Healthcare,United States,1460232320.0,0.0,2.621,0.0,0.0,365058080.0,146023232.0,0.0,0.08,0.12,0.15,0.1,50,0.0
NVENT ELECTRIC PLC,NVT,Industrials,United Kingdom,18591848448.0,3893100032.0,1.309,778620006.4000001,467172003.84,4647962112.0,1859184844.8,0.0,0.08,0.12,0.15,0.1,50,3893100032.0
PLANET GROUP INC.,PL,Industrials,United States,7538089472.0,282459008.0,1.952,56491801.6,33895080.96,1884522368.0,753808947.2,0.0,0.08,0.12,0.15,0.1,50,282459008.0
APPIAN CORPORATION,APPN,Technology,United States,1699033600.0,690755008.0,0.927,138151001.6,82890600.96,424758400.0,169903360.0,0.0,0.08,0.12,0.15,0.1,50,690755008.0
CINT AB,CINT,Technology,Brazil,625715392.0,467905984.0,1.162,93581196.8,56148718.08,156428848.0,62571539.2,0.0,0.08,0.12,0.15,0.1,50,467905984.0
GETINGE AB,GTN.F,Healthcare,Sweden,5421353103.360001,0.0,0.897,0.0,0.0,1355338275.8400002,542135310.3360001,0.0,0.08,0.12,0.15,0.1,50,0.0
LATTICE GROUP PLC,LSCC,Technology,United States,13021506560.0,523262016.0,1.674,104652403.2,62791441.92,3255376640.0,1302150656.0,0.0,0.08,0.12,0.15,0.1,50,523262016.0
HELLENIC TELECOMMUNICATIONS ORGANIZATION SA,HLTOF,Communication Services,Greece,6239530496.0,3647899904.0,0.07,729579980.8000001,437747988.48,1559882624.0,623953049.6,0.0,0.08,0.12,0.15,0.1,50,3647899904.0
DAGANG NEXCHANGE BHD,4456.KL,Technology,Malaysia,973504128.0,1129753984.0,0.185,225950796.8,135570478.07999998,243376032.0,97350412.8,0.0,0.08,0.12,0.15,0.1,50,1129753984.0
LG ELECTRONICS INC.,066570.KS,Technology,South Korea,15827796492.288,50175506.644992,0.984,13380135105.3312,8028081063.198719,3956949123.072,1582779649.2288,0.0,0.08,0.12,0.15,0.1,50,66900675526.656
APTA HOLDINGS INC.,ATR,Healthcare,United States,9389772800.0,3777180928.0,0.485,755436185.6,453261711.36,2347443200.0,938977280.0,0.0,0.08,0.12,0.15,0.1,50,3777180928.0
ESCO TECHNOLOGIES INC.,ESE,Technology,United States,6911578624.0,1170454016.0,1.206,234090803.2,140454481.92,1727894656.0,691157862.4000001,0.0,0.08,0.12,0.15,0.1,50,1170454016.0
INGERSOLL RAND PLC,IR,Industrials,United States,39068516352.0,7650899968.0,1.309,1530179993.6,918107996.16,9767129088.0,3906851635.2,0.0,0.08,0.12,0.15,0.1,50,7650899968.0
TECH MAHINDRA (AMERICAS) INC.,TECHM.BO,Technology,India,16195222241.28,6614795943.936,0.262,1322959188.7872,793775513.2723199,4048805560.32,1619522224.1280005,0.0,0.08,0.12,0.15,0.1,50,6614795943.936
NEWEGG COMMERCE INC.,NEGG,Consumer Cyclical,United States,1047695040.0,1313127040.0,4.342,262625408.0,157575244.79999998,261923760.0,104769504.0,0.0,0.08,0.12,0.15,0.1,50,1313127040.0
SNAP-ON INC.,SNA,Industrials,United States,19855966208.0,5156100096.0,0.787,1031220019.2,618732011.52,4963991552.0,1985596620.8,0.0,0.08,0.12,0.15,0.1,50,5156100096.0
VERTEX INC.,VRTX,Healthcare,United States,120886214656.0,12001300480.0,0.319,2400260096.0,1440156057.6,30221553664.0,12088621465.6,0.0,0.08,0.12,0.15,0.1,50,12001300480.0
ETSY INC.,ETSY,Consumer Cyclical,United States,4394989056.0,2854027008.0,1.761,570805401.6,342483240.96,1098747264.0,439498905.6,0.0,0.08,0.12,0.15,0.1,50,2854027008.0
AFFIRM INC.,AFRM,Financial Services,United States,16945338368.0,3715908096.0,3.582,743181619.2,445908971.52,4236334592.0,1694533836.8000002,0.0,0.08,0.12,0.15,0.1,50,3715908096.0
ARISTA NETWORKS INC.,ANET,Technology,United States,178616991744.0,9005700096.0,1.444,1801140019.2,1080684011.52,44654247936.0,17861699174.4,0.0,0.08,0.12,0.15,0.1,50,9005700096.0
JOHN WILEY & SONS INC.,2F7.F,Communication Services,United States,1385018680.3200002,1799016514.5600002,0.958,359803302.91200006,215881981.7472,346254670.08000004,138501868.03200004,0.0,0.08,0.12,0.15,0.1,50,1799016514.5600002
AMBARELLA INC.,AMBA,Technology,United States,2847789824.0,373849984.0,1.941,74769996.8,44861998.08,711947456.0,284778982.40000004,0.0,0.08,0.12,0.15,0.1,50,373849984.0
XIAOMI INC.,1810.HK,Technology,China,121737769385.984,57520039133.184,0.8,11504007826.6368,6902404695.98208,30434442346.496,12173776938.598402,0.0,0.08,0.12,0.15,0.1,50,57520039133.184
KAKAO GAMES CORPORATION,293490.KQ,Communication Services,South Korea,931866279.936,374514843.648,0.509,74902968.7296,44941781.23776,232966569.984,93186627.9936,0.0,0.08,0.12,0.15,0.1,50,374514843.648
ORANGE PLC,ORA.PA,Communication Services,France,49242578780.16,43495922073.600006,0.21,8699184414.720001,5219510648.832001,12310644695.04,4924257878.016001,0.0,0.08,0.12,0.15,0.1,50,43495922073.600006
CROWDSTRIKE HOLDINGS INC.,CRWD,Technology,United States,102478012416.0,4565168128.0,1.034,913033625.6,547820175.36,25619503104.0,10247801241.6,0.0,0.08,0.12,0.15,0.1,50,4565168128.0
NORTHERN DATA AG,1NB.MI,Technology,Germany,841695459.84,216292688.64,0.685,43258537.72800001,25955122.6368,210423864.96,84169545.98400001,0.0,0.08,0.12,0.15,0.1,50,216292688.64
ALFA LAVAL INTERNATIONAL AB,0NNF.IL,Industrials,Sweden,21615370076.16,5667605176.32,1.192513,1133521035.264,680112621.1583999,5403842519.04,2161537007.616,0.0,0.08,0.12,0.15,0.1,50,5667605176.32
ICAP PLC,8D7.F,Financial Services,Jersey,2322181785.6000004,2448360069.1200004,0.398,489672013.8240001,293803208.29440004,580545446.4000001,232218178.5600001,0.0,0.08,0.12,0.15,0.1,50,2448360069.1200004
WORKDAY INC.,WDAY,Technology,United States,38111580160.0,9230999552.0,1.124,1846199910.4,1107719946.24,9527895040.0,3811158016.0,0.0,0.08,0.12,0.15,0.1,50,9230999552.0
LIGHTSPEED COMMERCE INC.,LSPD.TO,Technology,Canada,1244633018.88,880355811.84,2.178,176071162.36800003,105642697.4208,311158254.72,124463301.888,0.0,0.08,0.12,0.15,0.1,50,880355811.84
SINCH AB,1I9A.F,Communication Services,Sweden,1715679498.24,0.0,2.872,0.0,0.0,428919874.56,171567949.824,0.0,0.08,0.12,0.15,0.1,50,0.0
CHURCHILL CAPITAL CORPORATION II,CCCX,Financial Services,United States,711003008.0,0.0,,0.0,0.0,177750752.0,71100300.8,0.0,0.08,0.12,0.15,0.1,50,0.0
PROSUS NV,PRXB31.SA,Consumer Cyclical,Netherlands,115056875929.6,1366000025.6,0.791,273200005.12000006,163920003.072,28764218982.4,11505687592.96,0.0,0.08,0.12,0.15,0.1,50,1366000025.6
PENN NATIONAL GAMING INC.,PENN,Consumer Cyclical,United States,1766657152.0,6823799808.0,1.379,1364759961.6,818855976.9599999,441664288.0,176665715.20000002,0.0,0.08,0.12,0.15,0.1,50,6823799808.0
FRANKLIN RESOURCES INC.,BEN,Financial Services,United States,14168791040.0,8846199808.0,1.488,1769239961.6,1061543976.96,3542197760.0,1416879104.0,0.0,0.08,0.12,0.15,0.1,50,8846199808.0
PANASONIC CORPORATION,6752.T,Technology,Japan,36782926253.2608,53185055083.7248,0.745,10637011016.74496,6382206610.046976,9195731563.3152,3678292625.32608,0.0,0.08,0.12,0.15,0.1,50,53185055083.7248
HONEYWELL INC.,HON,Industrials,United States,163952492544.0,37441998848.0,0.93,7488399769.6,4493039861.76,40988123136.0,16395249254.400002,0.0,0.08,0.12,0.15,0.1,50,37441998848.0
QUANTUM CORPORATION,QS,Consumer Cyclical,United States,4370202112.0,0.0,2.497,0.0,0.0,1092550528.0,437020211.2000001,0.0,0.08,0.12,0.15,0.1,50,0.0
GRID DYNAMICS HOLDINGS INC.,47E.F,Technology,United States,518195370.24,438431408.6400001,0.803,87686281.72800002,52611769.036800005,129548842.56,51819537.024,0.0,0.08,0.12,0.15,0.1,50,438431408.6400001
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC.,301018.SZ,Industrials,China,3475178577.920001,496550942.72,0.22,99310188.544,59586113.1264,868794644.4800001,347517857.79200006,0.0,0.08,0.12,0.15,0.1,50,496550942.72
RAKUTEN INC.,4755.T,Consumer Cyclical,Japan,12309563493.5808,16727052805.7344,0.928,3345410561.14688,2007246336.688128,3077390873.3952003,1230956349.35808,0.0,0.08,0.12,0.15,0.1,50,16727052805.7344
WARNER BROS ENTERTAINMENT INC.,WBD,Communication Services,United States,71843127296.0,37862998016.0,1.616,7572599603.200001,4543559761.92,17960781824.0,7184312729.6,0.0,0.08,0.12,0.15,0.1,50,37862998016.0
APPLIED MATERIALS INC.,AMAT,Technology,United States,284842819584.0,28213999616.0,1.677,5642799923.200001,3385679953.92,71210704896.0,28484281958.4,0.0,0.08,0.12,0.15,0.1,50,28213999616.0
RED CAT HOLDINGS INC.,RCAT,Industrials,United States,1332742912.0,7443942.0,1.346,1488788.4,893273.0399999999,333185728.0,133274291.2,0.0,0.08,0.12,0.15,0.1,50,7443942.0
SGS SA,SYRMA.BO,Technology,India,1994361864.192,513408958.464,-0.166,102681791.6928,61609075.01567999,498590466.048,199436186.41920003,0.0,0.08,0.12,0.15,0.1,50,513408958.464
BAIDU INC.,9888.HK,Communication Services,China,49407777046.528,16699263811.584,0.288,3339852762.3168,2003911657.39008,12351944261.632,4940777704.652801,0.0,0.08,0.12,0.15,0.1,50,16699263811.584
ONE.COM GROUP AB,PAYTM.BO,Technology,India,8986261979.136,970127966.208,-0.715,194025593.24160004,116415355.94496,2246565494.784,898626197.9136,0.0,0.08,0.12,0.15,0.1,50,970127966.208
MCH GROUP AG,MCHP,Technology,United States,42522427392.0,4372400128.0,1.438,874480025.6,524688015.36,10630606848.0,4252242739.2,0.0,0.08,0.12,0.15,0.1,50,4372400128.0
HMS INDUSTRIAL NETWORKS AB,4H3A.SG,Technology,Sweden,1992364508.16,0.0,1.115,0.0,0.0,498091127.04,199236450.816,0.0,0.08,0.12,0.15,0.1,50,0.0
ZALANDO SE,ZAL.DE,Consumer Cyclical,Germany,6041092423.68,12500567654.400002,1.84,2500113530.8800006,1500068118.528,1510273105.92,604109242.368,0.0,0.08,0.12,0.15,0.1,50,12500567654.400002
GVC HOLDINGS PLC,GVC.VI,Consumer Cyclical,Isle of Man,4440282900.4800005,5577767792.64,0.94,1115553558.528,669332135.1168001,1110070725.12,444028290.0480001,0.0,0.08,0.12,0.15,0.1,50,5577767792.64
CIMPRESS PLC,CMPR,Industrials,Ireland,1789691264.0,3564430080.0,1.744,712886016.0,427731609.6,447422816.0,178969126.4,0.0,0.08,0.12,0.15,0.1,50,3564430080.0
"GLUE NV, THE",GLUE,Healthcare,United States,1398673408.0,181538000.0,1.616,36307600.0,21784560.0,349668352.0,139867340.8,0.0,0.08,0.12,0.15,0.1,50,181538000.0
NERDWALLET INC.,NRDS,Communication Services,United States,746321024.0,795000000.0,1.431,159000000.0,95400000.0,186580256.0,74632102.4,0.0,0.08,0.12,0.15,0.1,50,795000000.0
QUALYS INC.,QLYS,Technology,United States,3715529216.0,669124992.0,0.568,133824998.4,80294999.03999999,928882304.0,371552921.6,0.0,0.08,0.12,0.15,0.1,50,669124992.0
COUPANG INC.,CPNG,Consumer Cyclical,United States,31573602304.0,33664000000.0,1.195,6732800000.0,4039680000.0,7893400576.0,3157360230.4,0.0,0.08,0.12,0.15,0.1,50,33664000000.0
ILLUMINA INC.,ILMN,Healthcare,United States,17716523008.0,4343000064.0,1.449,868600012.8000001,521160007.68,4429130752.0,1771652300.8000002,0.0,0.08,0.12,0.15,0.1,50,4343000064.0
FRESHWORKS INC.,FRSH,Technology,United States,2093915008.0,838809024.0,0.885,167761804.8,100657082.88,523478752.0,209391500.8,0.0,0.08,0.12,0.15,0.1,50,838809024.0
STADLER RAIL AG,6RL.F,Industrials,Switzerland,2404053319.6800003,3633554073.6,0.604,726710814.7200001,436026488.832,601013329.9200001,240405331.96800005,0.0,0.08,0.12,0.15,0.1,50,3633554073.6
